country,countryLabel,capital,capitalLabel,demonym
http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q84,London,Briton
http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q84,London,British
http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q61,"Washington, D.C.",American
http://www.wikidata.org/entity/Q77,Uruguay,http://www.wikidata.org/entity/Q1335,Montevideo,Uruguayan
http://www.wikidata.org/entity/Q265,Uzbekistan,http://www.wikidata.org/entity/Q269,Tashkent,Uzbekistani
http://www.wikidata.org/entity/Q265,Uzbekistan,http://www.wikidata.org/entity/Q269,Tashkent,Uzbek
http://www.wikidata.org/entity/Q686,Vanuatu,http://www.wikidata.org/entity/Q37806,Port Vila,Ni-Vanuatu
http://www.wikidata.org/entity/Q686,Vanuatu,http://www.wikidata.org/entity/Q37806,Port Vila,Vanuatuan
http://www.wikidata.org/entity/Q237,Vatican City,,,Vatican
http://www.wikidata.org/entity/Q717,Venezuela,http://www.wikidata.org/entity/Q1533,Caracas,Venezuelan
http://www.wikidata.org/entity/Q717,Venezuela,http://www.wikidata.org/entity/Q1533,Caracas,Venezuelans
http://www.wikidata.org/entity/Q881,Vietnam,http://www.wikidata.org/entity/Q1858,Hanoi,Vietnamese
http://www.wikidata.org/entity/Q805,Yemen,http://www.wikidata.org/entity/Q2471,Sanaa,Yemeni
http://www.wikidata.org/entity/Q805,Yemen,http://www.wikidata.org/entity/Q131694,Aden,Yemeni
http://www.wikidata.org/entity/Q953,Zambia,http://www.wikidata.org/entity/Q3881,Lusaka,Zambian
http://www.wikidata.org/entity/Q953,Zambia,http://www.wikidata.org/entity/Q3881,Lusaka,Zambians
http://www.wikidata.org/entity/Q954,Zimbabwe,http://www.wikidata.org/entity/Q3921,Harare,Zimbabwean
http://www.wikidata.org/entity/Q954,Zimbabwe,http://www.wikidata.org/entity/Q3921,Harare,Zimbabweans
